City Name, Latitude, Longitude, Date, Temperature, Feels Like, Temp Min, Temp Max, Pressure, Humidity, Sea Level, Sunrise Time, Sunset Time
Novi Sad,45.23,19.82,2024-12-04 10:21:46,276.64,276.64,276.64,276.64,1023.0,71.0,1023.0,2024-12-04 07:03:16,2024-12-04 15:59:11
